Year,City,Sport,Discipline,Country,Gender,Event,Medal
2008,Beijing,Taekwondo,Taekwondo,CHN,Men,68 - 80 KG,Bronze
2008,Beijing,Taekwondo,Taekwondo,IRI,Men,68 - 80 KG,Gold
2008,Beijing,Taekwondo,Taekwondo,ITA,Men,68 - 80 KG,Silver
2008,Beijing,Tennis,Tennis,USA,Men,Doubles,Bronze
2008,Beijing,Tennis,Tennis,SUI,Men,Doubles,Gold
2008,Beijing,Tennis,Tennis,SWE,Men,Doubles,Silver
2008,Beijing,Tennis,Tennis,CHN,Women,Doubles,Bronze
2008,Beijing,Tennis,Tennis,USA,Women,Doubles,Gold
2008,Beijing,Tennis,Tennis,ESP,Women,Doubles,Silver
2008,Beijing,Tennis,Tennis,SRB,Men,Singles,Bronze
2008,Beijing,Tennis,Tennis,ESP,Men,Singles,Gold
2008,Beijing,Tennis,Tennis,CHI,Men,Singles,Silver
2008,Beijing,Tennis,Tennis,RUS,Women,Singles,Bronze
2008,Beijing,Tennis,Tennis,RUS,Women,Singles,Gold
2008,Beijing,Tennis,Tennis,RUS,Women,Singles,Silver
2008,Beijing,Triathlon,Triathlon,NZL,Men,Individual,Bronze
2008,Beijing,Triathlon,Triathlon,GER,Men,Individual,Gold
2008,Beijing,Triathlon,Triathlon,CAN,Men,Individual,Silver
2008,Beijing,Triathlon,Triathlon,AUS,Women,Individual,Bronze
2008,Beijing,Triathlon,Triathlon,AUS,Women,Individual,Gold
2008,Beijing,Triathlon,Triathlon,POR,Women,Individual,Silver
2008,Beijing,Volleyball,Beach volley.,BRA,Men,Beach Volleyball,Bronze
2008,Beijing,Volleyball,Beach volley.,USA,Men,Beach Volleyball,Gold
2008,Beijing,Volleyball,Beach volley.,BRA,Men,Beach Volleyball,Silver
2008,Beijing,Volleyball,Beach volley.,CHN,Women,Beach Volleyball,Bronze
2008,Beijing,Volleyball,Beach volley.,USA,Women,Beach Volleyball,Gold
2008,Beijing,Volleyball,Beach volley.,CHN,Women,Beach Volleyball,Silver
2008,Beijing,Volleyball,Volleyball,RUS,Men,Volleyball,Bronze
2008,Beijing,Volleyball,Volleyball,USA,Men,Volleyball,Gold
2008,Beijing,Volleyball,Volleyball,BRA,Men,Volleyball,Silver
2008,Beijing,Volleyball,Volleyball,CHN,Women,Volleyball,Bronze
2008,Beijing,Volleyball,Volleyball,BRA,Women,Volleyball,Gold
2008,Beijing,Volleyball,Volleyball,USA,Women,Volleyball,Silver
2008,Beijing,Weightlifting,Weightlifting,INA,Men,"- 56KG, Total (Bantamweight)",Bronze
2008,Beijing,Weightlifting,Weightlifting,CHN,Men,"- 56KG, Total (Bantamweight)",Gold
2008,Beijing,Weightlifting,Weightlifting,VIE,Men,"- 56KG, Total (Bantamweight)",Silver
2008,Beijing,Weightlifting,Weightlifting,LAT,Men,+ 105KG,Bronze
2008,Beijing,Weightlifting,Weightlifting,GER,Men,+ 105KG,Gold
2008,Beijing,Weightlifting,Weightlifting,RUS,Men,+ 105KG,Silver
2008,Beijing,Weightlifting,Weightlifting,KAZ,Women,+ 75KG,Bronze
2008,Beijing,Weightlifting,Weightlifting,KOR,Women,+ 75KG,Gold
2008,Beijing,Weightlifting,Weightlifting,UKR,Women,+ 75KG,Silver
2008,Beijing,Weightlifting,Weightlifting,RUS,Men,105KG,Bronze
2008,Beijing,Weightlifting,Weightlifting,BLR,Men,105KG,Gold
2008,Beijing,Weightlifting,Weightlifting,RUS,Men,105KG,Silver
2008,Beijing,Weightlifting,Weightlifting,TPE,Women,48KG,Bronze
2008,Beijing,Weightlifting,Weightlifting,CHN,Women,48KG,Gold
2008,Beijing,Weightlifting,Weightlifting,TUR,Women,48KG,Silver
2008,Beijing,Weightlifting,Weightlifting,BLR,Women,53KG,Bronze
2008,Beijing,Weightlifting,Weightlifting,THA,Women,53KG,Gold
2008,Beijing,Weightlifting,Weightlifting,KOR,Women,53KG,Silver
2008,Beijing,Weightlifting,Weightlifting,PRK,Women,58KG,Bronze
2008,Beijing,Weightlifting,Weightlifting,CHN,Women,58KG,Gold
2008,Beijing,Weightlifting,Weightlifting,RUS,Women,58KG,Silver
2008,Beijing,Weightlifting,Weightlifting,INA,Men,62KG,Bronze
2008,Beijing,Weightlifting,Weightlifting,CHN,Men,62KG,Gold
2008,Beijing,Weightlifting,Weightlifting,COL,Men,62KG,Silver
2008,Beijing,Weightlifting,Weightlifting,TPE,Women,63KG,Bronze
2008,Beijing,Weightlifting,Weightlifting,PRK,Women,63KG,Gold
2008,Beijing,Weightlifting,Weightlifting,KAZ,Women,63KG,Silver
2008,Beijing,Weightlifting,Weightlifting,ARM,Men,69KG,Bronze
2008,Beijing,Weightlifting,Weightlifting,CHN,Men,69KG,Gold
2008,Beijing,Weightlifting,Weightlifting,FRA,Men,69KG,Silver
2008,Beijing,Weightlifting,Weightlifting,UKR,Women,69KG,Bronze
2008,Beijing,Weightlifting,Weightlifting,CHN,Women,69KG,Gold
2008,Beijing,Weightlifting,Weightlifting,RUS,Women,69KG,Silver
2008,Beijing,Weightlifting,Weightlifting,RUS,Women,75KG,Bronze
2008,Beijing,Weightlifting,Weightlifting,CHN,Women,75KG,Gold
2008,Beijing,Weightlifting,Weightlifting,KAZ,Women,75KG,Silver
2008,Beijing,Weightlifting,Weightlifting,ARM,Men,77KG,Bronze
2008,Beijing,Weightlifting,Weightlifting,KOR,Men,77KG,Gold
2008,Beijing,Weightlifting,Weightlifting,CHN,Men,77KG,Silver
2008,Beijing,Weightlifting,Weightlifting,ARM,Men,85KG,Bronze
2008,Beijing,Weightlifting,Weightlifting,CHN,Men,85KG,Gold
2008,Beijing,Weightlifting,Weightlifting,BLR,Men,85KG,Silver
2008,Beijing,Weightlifting,Weightlifting,RUS,Men,94KG,Bronze
2008,Beijing,Weightlifting,Weightlifting,KAZ,Men,94KG,Gold
2008,Beijing,Weightlifting,Weightlifting,POL,Men,94KG,Silver
2008,Beijing,Wrestling,Wrestling Free.,UKR,Women,- 48KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,AZE,Women,- 48KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,CAN,Women,- 48KG,Gold
2008,Beijing,Wrestling,Wrestling Free.,JPN,Women,- 48KG,Silver
2008,Beijing,Wrestling,Wrestling Free.,RUS,Men,- 55KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,BUL,Men,- 55KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,USA,Men,- 55KG,Gold
2008,Beijing,Wrestling,Wrestling Free.,JPN,Men,- 55KG,Silver
2008,Beijing,Wrestling,Wrestling Free.,COL,Women,48 - 55KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,CAN,Women,48 - 55KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,JPN,Women,48 - 55KG,Gold
2008,Beijing,Wrestling,Wrestling Free.,CHN,Women,48 - 55KG,Silver
2008,Beijing,Wrestling,Wrestling Free.,IRI,Men,55 - 60KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,JPN,Men,55 - 60KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,RUS,Men,55 - 60KG,Gold
2008,Beijing,Wrestling,Wrestling Free.,UKR,Men,55 - 60KG,Silver
2008,Beijing,Wrestling,Wrestling Free.,USA,Women,55 - 63KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,KAZ,Women,55 - 63KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,JPN,Women,55 - 63KG,Gold
2008,Beijing,Wrestling,Wrestling Free.,RUS,Women,55 - 63KG,Silver
2008,Beijing,Wrestling,Wrestling Free.,IND,Men,60 - 66KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,GEO,Men,60 - 66KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,TUR,Men,60 - 66KG,Gold
2008,Beijing,Wrestling,Wrestling Free.,UKR,Men,60 - 66KG,Silver
2008,Beijing,Wrestling,Wrestling Free.,JPN,Women,63 - 72KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,POL,Women,63 - 72KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,CHN,Women,63 - 72KG,Gold
2008,Beijing,Wrestling,Wrestling Free.,BUL,Women,63 - 72KG,Silver
2008,Beijing,Wrestling,Wrestling Free.,BLR,Men,66 - 74KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,BUL,Men,66 - 74KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,RUS,Men,66 - 74KG,Gold
2008,Beijing,Wrestling,Wrestling Free.,UZB,Men,66 - 74KG,Silver
2008,Beijing,Wrestling,Wrestling Free.,UKR,Men,74 - 84KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,RUS,Men,74 - 84KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,GEO,Men,74 - 84KG,Gold
2008,Beijing,Wrestling,Wrestling Free.,TJK,Men,74 - 84KG,Silver
2008,Beijing,Wrestling,Wrestling Free.,AZE,Men,84 - 96KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,GEO,Men,84 - 96KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,RUS,Men,84 - 96KG,Gold
2008,Beijing,Wrestling,Wrestling Free.,KAZ,Men,84 - 96KG,Silver
2008,Beijing,Wrestling,Wrestling Free.,SVK,Men,96 - 120KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,KAZ,Men,96 - 120KG,Bronze
2008,Beijing,Wrestling,Wrestling Free.,UZB,Men,96 - 120KG,Gold
2008,Beijing,Wrestling,Wrestling Free.,RUS,Men,96 - 120KG,Silver
2008,Beijing,Wrestling,Wrestling Gre-R,ARM,Men,- 55KG,Bronze
2008,Beijing,Wrestling,Wrestling Gre-R,KOR,Men,- 55KG,Bronze
2008,Beijing,Wrestling,Wrestling Gre-R,RUS,Men,- 55KG,Gold
2008,Beijing,Wrestling,Wrestling Gre-R,AZE,Men,- 55KG,Silver
2008,Beijing,Wrestling,Wrestling Gre-R,KAZ,Men,55 - 60KG,Bronze
2008,Beijing,Wrestling,Wrestling Gre-R,KGZ,Men,55 - 60KG,Bronze
2008,Beijing,Wrestling,Wrestling Gre-R,RUS,Men,55 - 60KG,Gold
2008,Beijing,Wrestling,Wrestling Gre-R,AZE,Men,55 - 60KG,Silver
2008,Beijing,Wrestling,Wrestling Gre-R,BLR,Men,60 - 66KG,Bronze
2008,Beijing,Wrestling,Wrestling Gre-R,UKR,Men,60 - 66KG,Bronze
2008,Beijing,Wrestling,Wrestling Gre-R,FRA,Men,60 - 66KG,Gold
2008,Beijing,Wrestling,Wrestling Gre-R,KGZ,Men,60 - 66KG,Silver
2008,Beijing,Wrestling,Wrestling Gre-R,FRA,Men,66 - 74KG,Bronze
2008,Beijing,Wrestling,Wrestling Gre-R,BUL,Men,66 - 74KG,Bronze
2008,Beijing,Wrestling,Wrestling Gre-R,GEO,Men,66 - 74KG,Gold
2008,Beijing,Wrestling,Wrestling Gre-R,CHN,Men,66 - 74KG,Silver
2008,Beijing,Wrestling,Wrestling Gre-R,TUR,Men,74 - 84KG,Bronze
2008,Beijing,Wrestling,Wrestling Gre-R,ITA,Men,74 - 84KG,Gold
2008,Beijing,Wrestling,Wrestling Gre-R,HUN,Men,74 - 84KG,Silver
2008,Beijing,Wrestling,Wrestling Gre-R,KAZ,Men,84 - 96KG,Bronze
2008,Beijing,Wrestling,Wrestling Gre-R,USA,Men,84 - 96KG,Bronze
2008,Beijing,Wrestling,Wrestling Gre-R,RUS,Men,84 - 96KG,Gold
2008,Beijing,Wrestling,Wrestling Gre-R,GER,Men,84 - 96KG,Silver
2008,Beijing,Wrestling,Wrestling Gre-R,LTU,Men,96 - 120KG,Bronze
2008,Beijing,Wrestling,Wrestling Gre-R,ARM,Men,96 - 120KG,Bronze
2008,Beijing,Wrestling,Wrestling Gre-R,CUB,Men,96 - 120KG,Gold
2008,Beijing,Wrestling,Wrestling Gre-R,RUS,Men,96 - 120KG,Silver
2012,London,Aquatics,Diving,USA,Men,10M Platform,Gold
2012,London,Aquatics,Diving,CHN,Men,10M Platform,Silver
2012,London,Aquatics,Diving,GBR,Men,10M Platform,Bronze
2012,London,Aquatics,Diving,CHN,Women,10M Platform,Gold
2012,London,Aquatics,Diving,AUS,Women,10M Platform,Silver
2012,London,Aquatics,Diving,MAS,Women,10M Platform,Bronze
2012,London,Aquatics,Diving,RUS,Men,3M Springboard,Gold
2012,London,Aquatics,Diving,CHN,Men,3M Springboard,Silver
2012,London,Aquatics,Diving,CHN,Men,3M Springboard,Bronze
2012,London,Aquatics,Diving,CHN,Women,3M Springboard,Gold
2012,London,Aquatics,Diving,CHN,Women,3M Springboard,Silver
2012,London,Aquatics,Diving,MEX,Women,3M Springboard,Bronze
2012,London,Aquatics,Diving,CHN,Men,Synchronized 10M,Gold
2012,London,Aquatics,Diving,MEX,Men,Synchronized 10M,Silver
2012,London,Aquatics,Diving,USA,Men,Synchronized 10M,Bronze
2012,London,Aquatics,Diving,CHN,Women,Synchronized 10M,Gold
2012,London,Aquatics,Diving,MEX,Women,Synchronized 10M,Silver
2012,London,Aquatics,Diving,CAN,Women,Synchronized 10M,Bronze
2012,London,Aquatics,Diving,CHN,Men,Synchronized 3M,Gold
2012,London,Aquatics,Diving,RUS,Men,Synchronized 3M,Silver
2012,London,Aquatics,Diving,USA,Men,Synchronized 3M,Bronze
2012,London,Aquatics,Diving,CHN,Women,Synchronized 3M,Gold
2012,London,Aquatics,Diving,USA,Women,Synchronized 3M,Silver
2012,London,Aquatics,Diving,CAN,Women,Synchronized 3M,Bronze
2012,London,Aquatics,Marathon swimming,TUN,Men,10KM,Gold
2012,London,Aquatics,Marathon swimming,GER,Men,10KM,Silver
2012,London,Aquatics,Marathon swimming,CAN,Men,10KM,Bronze
2012,London,Aquatics,Marathon swimming,HUN,Women,10KM,Gold
2012,London,Aquatics,Marathon swimming,USA,Women,10KM,Silver
2012,London,Aquatics,Marathon swimming,ITA,Women,10KM,Bronze
2012,London,Aquatics,Swimming,USA,Men,100M Backstroke,Gold
2012,London,Aquatics,Swimming,USA,Men,100M Backstroke,Silver
2012,London,Aquatics,Swimming,JPN,Men,100M Backstroke,Bronze
2012,London,Aquatics,Swimming,USA,Women,100M Backstroke,Gold
2012,London,Aquatics,Swimming,AUS,Women,100M Backstroke,Silver
2012,London,Aquatics,Swimming,JPN,Women,100M Backstroke,Bronze
2012,London,Aquatics,Swimming,RSA,Men,100M Breaststroke,Gold
2012,London,Aquatics,Swimming,AUS,Men,100M Breaststroke,Silver
2012,London,Aquatics,Swimming,USA,Men,100M Breaststroke,Bronze
2012,London,Aquatics,Swimming,LTU,Women,100M Breaststroke,Gold
2012,London,Aquatics,Swimming,USA,Women,100M Breaststroke,Silver
2012,London,Aquatics,Swimming,JPN,Women,100M Breaststroke,Bronze
2012,London,Aquatics,Swimming,USA,Men,100M Butterfly,Gold
2012,London,Aquatics,Swimming,RUS,Men,100M Butterfly,Silver
2012,London,Aquatics,Swimming,RSA,Men,100M Butterfly,Silver
2012,London,Aquatics,Swimming,USA,Women,100M Butterfly,Gold
2012,London,Aquatics,Swimming,CHN,Women,100M Butterfly,Silver
2012,London,Aquatics,Swimming,AUS,Women,100M Butterfly,Bronze
2012,London,Aquatics,Swimming,USA,Men,100M Freestyle,Gold
2012,London,Aquatics,Swimming,AUS,Men,100M Freestyle,Silver
2012,London,Aquatics,Swimming,CAN,Men,100M Freestyle,Bronze
2012,London,Aquatics,Swimming,NED,Women,100M Freestyle,Gold
2012,London,Aquatics,Swimming,BLR,Women,100M Freestyle,Silver
2012,London,Aquatics,Swimming,CHN,Women,100M Freestyle,Bronze
2012,London,Aquatics,Swimming,CHN,Men,1500M Freestyle,Gold
2012,London,Aquatics,Swimming,CAN,Men,1500M Freestyle,Silver
2012,London,Aquatics,Swimming,TUN,Men,1500M Freestyle,Bronze
2012,London,Aquatics,Swimming,USA,Men,200M Backstroke,Gold
2012,London,Aquatics,Swimming,JPN,Men,200M Backstroke,Silver
2012,London,Aquatics,Swimming,USA,Men,200M Backstroke,Bronze
2012,London,Aquatics,Swimming,USA,Women,200M Backstroke,Gold
2012,London,Aquatics,Swimming,RUS,Women,200M Backstroke,Silver
2012,London,Aquatics,Swimming,USA,Women,200M Backstroke,Bronze
2012,London,Aquatics,Swimming,HUN,Men,200M Breaststroke,Gold
2012,London,Aquatics,Swimming,GBR,Men,200M Breaststroke,Silver
2012,London,Aquatics,Swimming,JPN,Men,200M Breaststroke,Bronze
2012,London,Aquatics,Swimming,USA,Women,200M Breaststroke,Gold
2012,London,Aquatics,Swimming,JPN,Women,200M Breaststroke,Silver
2012,London,Aquatics,Swimming,RUS,Women,200M Breaststroke,Bronze
2012,London,Aquatics,Swimming,RSA,Men,200M Butterfly,Gold
2012,London,Aquatics,Swimming,USA,Men,200M Butterfly,Silver
2012,London,Aquatics,Swimming,JPN,Men,200M Butterfly,Bronze
2012,London,Aquatics,Swimming,CHN,Women,200M Butterfly,Gold
2012,London,Aquatics,Swimming,ESP,Women,200M Butterfly,Silver
2012,London,Aquatics,Swimming,JPN,Women,200M Butterfly,Bronze
2012,London,Aquatics,Swimming,FRA,Men,200M Freestyle,Gold
2012,London,Aquatics,Swimming,KOR,Men,200M Freestyle,Silver
2012,London,Aquatics,Swimming,CHN,Men,200M Freestyle,Silver
2012,London,Aquatics,Swimming,USA,Women,200M Freestyle,Gold
2012,London,Aquatics,Swimming,FRA,Women,200M Freestyle,Silver
2012,London,Aquatics,Swimming,AUS,Women,200M Freestyle,Bronze
2012,London,Aquatics,Swimming,USA,Men,200M Medley,Gold
2012,London,Aquatics,Swimming,USA,Men,200M Medley,Silver
2012,London,Aquatics,Swimming,HUN,Men,200M Medley,Bronze
2012,London,Aquatics,Swimming,CHN,Women,200M Medley,Gold
2012,London,Aquatics,Swimming,AUS,Women,200M Medley,Silver
2012,London,Aquatics,Swimming,USA,Women,200M Medley,Bronze
2012,London,Aquatics,Swimming,CHN,Men,400M Freestyle,Gold
2012,London,Aquatics,Swimming,KOR,Men,400M Freestyle,Silver
2012,London,Aquatics,Swimming,USA,Men,400M Freestyle,Bronze
2012,London,Aquatics,Swimming,FRA,Women,400M Freestyle,Gold
2012,London,Aquatics,Swimming,USA,Women,400M Freestyle,Silver
2012,London,Aquatics,Swimming,GBR,Women,400M Freestyle,Bronze
2012,London,Aquatics,Swimming,USA,Men,400M Medley,Gold
2012,London,Aquatics,Swimming,BRA,Men,400M Medley,Silver
2012,London,Aquatics,Swimming,JPN,Men,400M Medley,Bronze
2012,London,Aquatics,Swimming,CHN,Women,400M Medley,Gold
2012,London,Aquatics,Swimming,USA,Women,400M Medley,Silver
2012,London,Aquatics,Swimming,CHN,Women,400M Medley,Bronze
2012,London,Aquatics,Swimming,FRA,Men,4X100M Freestyle,Gold
2012,London,Aquatics,Swimming,USA,Men,4X100M Freestyle,Silver
2012,London,Aquatics,Swimming,RUS,Men,4X100M Freestyle,Bronze
2012,London,Aquatics,Swimming,AUS,Women,4X100M Freestyle,Gold
2012,London,Aquatics,Swimming,NED,Women,4X100M Freestyle,Silver
2012,London,Aquatics,Swimming,USA,Women,4X100M Freestyle,Bronze
2012,London,Aquatics,Swimming,USA,Men,4X100M Medley,Gold
2012,London,Aquatics,Swimming,JPN,Men,4X100M Medley,Silver
2012,London,Aquatics,Swimming,AUS,Men,4X100M Medley,Bronze
2012,London,Aquatics,Swimming,USA,Women,4X100M Medley,Gold
2012,London,Aquatics,Swimming,AUS,Women,4X100M Medley,Silver
2012,London,Aquatics,Swimming,JPN,Women,4X100M Medley,Bronze
2012,London,Aquatics,Swimming,USA,Men,4X200M Freestyle,Gold
2012,London,Aquatics,Swimming,FRA,Men,4X200M Freestyle,Silver
2012,London,Aquatics,Swimming,CHN,Men,4X200M Freestyle,Bronze
2012,London,Aquatics,Swimming,USA,Women,4X200M Freestyle,Gold
2012,London,Aquatics,Swimming,AUS,Women,4X200M Freestyle,Silver
2012,London,Aquatics,Swimming,FRA,Women,4X200M Freestyle,Bronze
2012,London,Aquatics,Swimming,FRA,Men,50M Freestyle,Gold
2012,London,Aquatics,Swimming,USA,Men,50M Freestyle,Silver
2012,London,Aquatics,Swimming,BRA,Men,50M Freestyle,Bronze
2012,London,Aquatics,Swimming,NED,Women,50M Freestyle,Gold
2012,London,Aquatics,Swimming,BLR,Women,50M Freestyle,Silver
2012,London,Aquatics,Swimming,NED,Women,50M Freestyle,Bronze
2012,London,Aquatics,Swimming,USA,Women,800M Freestyle,Gold
2012,London,Aquatics,Swimming,ESP,Women,800M Freestyle,Silver
2012,London,Aquatics,Swimming,GBR,Women,800M Freestyle,Bronze
2012,London,Aquatics,Synchronized Swimming,RUS,Women,Duet,Gold
2012,London,Aquatics,Synchronized Swimming,ESP,Women,Duet,Silver
2012,London,Aquatics,Synchronized Swimming,CHN,Women,Duet,Bronze
2012,London,Aquatics,Synchronized Swimming,RUS,Women,Team,Gold
2012,London,Aquatics,Synchronized Swimming,CHN,Women,Team,Silver
2012,London,Aquatics,Synchronized Swimming,ESP,Women,Team,Bronze
2012,London,Aquatics,Water Polo,CRO,Men,Water Polo,Gold
2012,London,Aquatics,Water Polo,ITA,Men,Water Polo,Silver
2012,London,Aquatics,Water Polo,SRB,Men,Water Polo,Bronze
2012,London,Aquatics,Water Polo,USA,Women,Water Polo,Gold
2012,London,Aquatics,Water Polo,ESP,Women,Water Polo,Silver
2012,London,Aquatics,Water Polo,AUS,Women,Water Polo,Bronze
2012,London,Archery,Archery,KOR,Men,Individual,Gold
2012,London,Archery,Archery,JPN,Men,Individual,Silver
2012,London,Archery,Archery,CHN,Men,Individual,Bronze
2012,London,Archery,Archery,KOR,Women,Individual,Gold
2012,London,Archery,Archery,MEX,Women,Individual,Silver
2012,London,Archery,Archery,MEX,Women,Individual,Bronze
2012,London,Archery,Archery,ITA,Men,Team,Gold
2012,London,Archery,Archery,USA,Men,Team,Silver
2012,London,Archery,Archery,KOR,Men,Team,Bronze
2012,London,Archery,Archery,KOR,Women,Team,Gold
2012,London,Archery,Archery,CHN,Women,Team,Silver
2012,London,Archery,Archery,JPN,Women,Team,Bronze
2012,London,Athletics,Athletics,GBR,Men,10000M,Gold
2012,London,Athletics,Athletics,USA,Men,10000M,Silver
2012,London,Athletics,Athletics,ETH,Men,10000M,Bronze
2012,London,Athletics,Athletics,ETH,Women,10000M,Gold
2012,London,Athletics,Athletics,KEN,Women,10000M,Silver
2012,London,Athletics,Athletics,KEN,Women,10000M,Bronze
2012,London,Athletics,Athletics,JAM,Men,100M,Gold
2012,London,Athletics,Athletics,JAM,Men,100M,Silver
2012,London,Athletics,Athletics,USA,Men,100M,Bronze
2012,London,Athletics,Athletics,JAM,Women,100M,Gold
2012,London,Athletics,Athletics,USA,Women,100M,Silver
2012,London,Athletics,Athletics,JAM,Women,100M,Bronze
2012,London,Athletics,Athletics,AUS,Women,100M Hurdles,Gold
2012,London,Athletics,Athletics,USA,Women,100M Hurdles,Silver
2012,London,Athletics,Athletics,USA,Women,100M Hurdles,Bronze
2012,London,Athletics,Athletics,USA,Men,110M Hurdles,Gold
2012,London,Athletics,Athletics,USA,Men,110M Hurdles,Silver
2012,London,Athletics,Athletics,JAM,Men,110M Hurdles,Bronze
2012,London,Athletics,Athletics,ALG,Men,1500M,Gold
2012,London,Athletics,Athletics,USA,Men,1500M,Silver
2012,London,Athletics,Athletics,MAR,Men,1500M,Bronze
2012,London,Athletics,Athletics,,Women,1500M,Gold
2012,London,Athletics,Athletics,TUR,Women,1500M,Silver
2012,London,Athletics,Athletics,BRN,Women,1500M,Bronze
2012,London,Athletics,Athletics,JAM,Men,200M,Gold
2012,London,Athletics,Athletics,JAM,Men,200M,Silver
2012,London,Athletics,Athletics,JAM,Men,200M,Bronze
2012,London,Athletics,Athletics,USA,Women,200M,Gold
2012,London,Athletics,Athletics,JAM,Women,200M,Silver
2012,London,Athletics,Athletics,USA,Women,200M,Bronze
2012,London,Athletics,Athletics,RUS,Women,20KM Race Walk,Gold
2012,London,Athletics,Athletics,CHN,Women,20KM Race Walk,Silver
2012,London,Athletics,Athletics,CHN,Women,20KM Race Walk,Bronze
2012,London,Athletics,Athletics,CHN,Men,20KM Walk,Gold
2012,London,Athletics,Athletics,GUA,Men,20KM Walk,Silver
2012,London,Athletics,Athletics,CHN,Men,20KM Walk,Bronze
2012,London,Athletics,Athletics,KEN,Men,3000M Steeple,Gold
2012,London,Athletics,Athletics,FRA,Men,3000M Steeple,Silver
2012,London,Athletics,Athletics,KEN,Men,3000M Steeple,Bronze
2012,London,Athletics,Athletics,TUN,Women,3000M Steeple,Gold
2012,London,Athletics,Athletics,ETH,Women,3000M Steeple,Silver
2012,London,Athletics,Athletics,KEN,Women,3000M Steeple,Bronze
2012,London,Athletics,Athletics,GRN,Men,400M,Gold
2012,London,Athletics,Athletics,DOM,Men,400M,Silver
2012,London,Athletics,Athletics,TTO,Men,400M,Bronze
2012,London,Athletics,Athletics,USA,Women,400M,Gold
2012,London,Athletics,Athletics,GBR,Women,400M,Silver
2012,London,Athletics,Athletics,USA,Women,400M,Bronze
2012,London,Athletics,Athletics,DOM,Men,400M Hurdles,Gold
2012,London,Athletics,Athletics,USA,Men,400M Hurdles,Silver
2012,London,Athletics,Athletics,PUR,Men,400M Hurdles,Bronze
2012,London,Athletics,Athletics,RUS,Women,400M Hurdles,Gold
2012,London,Athletics,Athletics,USA,Women,400M Hurdles,Silver
2012,London,Athletics,Athletics,CZE,Women,400M Hurdles,Bronze
2012,London,Athletics,Athletics,JAM,Men,4X100M Relay,Gold
2012,London,Athletics,Athletics,TTO,Men,4X100M Relay,Silver
2012,London,Athletics,Athletics,FRA,Men,4X100M Relay,Bronze
2012,London,Athletics,Athletics,USA,Women,4X100M Relay,Gold
2012,London,Athletics,Athletics,JAM,Women,4X100M Relay,Silver
2012,London,Athletics,Athletics,UKR,Women,4X100M Relay,Bronze
2012,London,Athletics,Athletics,BAH,Men,4X400M Relay,Gold
2012,London,Athletics,Athletics,USA,Men,4X400M Relay,Silver
2012,London,Athletics,Athletics,TTO,Men,4X400M Relay,Bronze
2012,London,Athletics,Athletics,USA,Women,4X400M Relay,Gold
2012,London,Athletics,Athletics,RUS,Women,4X400M Relay,Silver
2012,London,Athletics,Athletics,JAM,Women,4X400M Relay,Bronze
2012,London,Athletics,Athletics,GBR,Men,5000M,Gold
2012,London,Athletics,Athletics,ETH,Men,5000M,Silver
2012,London,Athletics,Athletics,KEN,Men,5000M,Bronze
2012,London,Athletics,Athletics,ETH,Women,5000M,Gold
2012,London,Athletics,Athletics,KEN,Women,5000M,Silver
2012,London,Athletics,Athletics,ETH,Women,5000M,Bronze
2012,London,Athletics,Athletics,AUS,Men,50KM Walk,Gold
2012,London,Athletics,Athletics,CHN,Men,50KM Walk,Silver
2012,London,Athletics,Athletics,IRL,Men,50KM Walk,Bronze
2012,London,Athletics,Athletics,KEN,Men,800M,Gold
2012,London,Athletics,Athletics,BOT,Men,800M,Silver
2012,London,Athletics,Athletics,KEN,Men,800M,Bronze
2012,London,Athletics,Athletics,RUS,Women,800M,Gold
2012,London,Athletics,Athletics,RSA,Women,800M,Silver
2012,London,Athletics,Athletics,RUS,Women,800M,Bronze
2012,London,Athletics,Athletics,USA,Men,Decathlon,Gold
