Year,City,Sport,Discipline,Country,Gender,Event,Medal
2008,Beijing,Equestrian,Dressage,GER,Women,Team,Gold
2008,Beijing,Equestrian,Dressage,NED,Women,Team,Silver
2008,Beijing,Equestrian,Eventing,GER,Men,Individual,Gold
2008,Beijing,Equestrian,Eventing,GBR,Women,Individual,Bronze
2008,Beijing,Equestrian,Eventing,USA,Women,Individual,Silver
2008,Beijing,Equestrian,Eventing,GBR,Men,Team,Bronze
2008,Beijing,Equestrian,Eventing,GER,Men,Team,Gold
2008,Beijing,Equestrian,Eventing,AUS,Men,Team,Silver
2008,Beijing,Equestrian,Eventing,GBR,Women,Team,Bronze
2008,Beijing,Equestrian,Eventing,GER,Women,Team,Gold
2008,Beijing,Equestrian,Eventing,AUS,Women,Team,Silver
2008,Beijing,Equestrian,Jumping,CAN,Men,Individual,Gold
2008,Beijing,Equestrian,Jumping,SWE,Men,Individual,Silver
2008,Beijing,Equestrian,Jumping,USA,Women,Individual,Bronze
2008,Beijing,Equestrian,Jumping,SUI,Men,Team,Bronze
2008,Beijing,Equestrian,Jumping,USA,Men,Team,Gold
2008,Beijing,Equestrian,Jumping,CAN,Men,Team,Silver
2008,Beijing,Equestrian,Jumping,SUI,Women,Team,Bronze
2008,Beijing,Equestrian,Jumping,USA,Women,Team,Gold
2008,Beijing,Equestrian,Jumping,CAN,Women,Team,Silver
2008,Beijing,Fencing,Fencing,ESP,Men,Épée Individual,Bronze
2008,Beijing,Fencing,Fencing,ITA,Men,Épée Individual,Gold
2008,Beijing,Fencing,Fencing,FRA,Men,Épée Individual,Silver
2008,Beijing,Fencing,Fencing,HUN,Women,Épée Individual,Bronze
2008,Beijing,Fencing,Fencing,GER,Women,Épée Individual,Gold
2008,Beijing,Fencing,Fencing,ROU,Women,Épée Individual,Silver
2008,Beijing,Fencing,Fencing,ITA,Men,Épée Team,Bronze
2008,Beijing,Fencing,Fencing,FRA,Men,Épée Team,Gold
2008,Beijing,Fencing,Fencing,POL,Men,Épée Team,Silver
2008,Beijing,Fencing,Fencing,ITA,Men,Foil Individual,Bronze
2008,Beijing,Fencing,Fencing,GER,Men,Foil Individual,Gold
2008,Beijing,Fencing,Fencing,JPN,Men,Foil Individual,Silver
2008,Beijing,Fencing,Fencing,ITA,Women,Foil Individual,Bronze
2008,Beijing,Fencing,Fencing,ITA,Women,Foil Individual,Gold
2008,Beijing,Fencing,Fencing,KOR,Women,Foil Individual,Silver
2008,Beijing,Fencing,Fencing,ITA,Women,Foil Team,Bronze
2008,Beijing,Fencing,Fencing,RUS,Women,Foil Team,Gold
2008,Beijing,Fencing,Fencing,USA,Women,Foil Team,Silver
2008,Beijing,Fencing,Fencing,ROU,Men,Sabre Individual,Bronze
2008,Beijing,Fencing,Fencing,CHN,Men,Sabre Individual,Gold
2008,Beijing,Fencing,Fencing,FRA,Men,Sabre Individual,Silver
2008,Beijing,Fencing,Fencing,USA,Women,Sabre Individual,Bronze
2008,Beijing,Fencing,Fencing,USA,Women,Sabre Individual,Gold
2008,Beijing,Fencing,Fencing,USA,Women,Sabre Individual,Silver
2008,Beijing,Fencing,Fencing,ITA,Men,Sabre Team,Bronze
2008,Beijing,Fencing,Fencing,FRA,Men,Sabre Team,Gold
2008,Beijing,Fencing,Fencing,USA,Men,Sabre Team,Silver
2008,Beijing,Fencing,Fencing,USA,Women,Sabre Team,Bronze
2008,Beijing,Fencing,Fencing,UKR,Women,Sabre Team,Gold
2008,Beijing,Fencing,Fencing,CHN,Women,Sabre Team,Silver
2008,Beijing,Football,Football,BRA,Men,Football,Bronze
2008,Beijing,Football,Football,ARG,Men,Football,Gold
2008,Beijing,Football,Football,NGR,Men,Football,Silver
2008,Beijing,Football,Football,GER,Women,Football,Bronze
2008,Beijing,Football,Football,USA,Women,Football,Gold
2008,Beijing,Football,Football,BRA,Women,Football,Silver
2008,Beijing,Gymnastics,Artistic G.,CHN,Women,Balance Beam,Bronze
2008,Beijing,Gymnastics,Artistic G.,USA,Women,Balance Beam,Gold
2008,Beijing,Gymnastics,Artistic G.,USA,Women,Balance Beam,Silver
2008,Beijing,Gymnastics,Artistic G.,RUS,Men,Floor Exercises,Bronze
2008,Beijing,Gymnastics,Artistic G.,CHN,Men,Floor Exercises,Gold
2008,Beijing,Gymnastics,Artistic G.,ESP,Men,Floor Exercises,Silver
2008,Beijing,Gymnastics,Artistic G.,USA,Women,Floor Exercises,Bronze
2008,Beijing,Gymnastics,Artistic G.,ROU,Women,Floor Exercises,Gold
2008,Beijing,Gymnastics,Artistic G.,USA,Women,Floor Exercises,Silver
2008,Beijing,Gymnastics,Artistic G.,GER,Men,Horizontal Bar,Bronze
2008,Beijing,Gymnastics,Artistic G.,CHN,Men,Horizontal Bar,Gold
2008,Beijing,Gymnastics,Artistic G.,USA,Men,Horizontal Bar,Silver
2008,Beijing,Gymnastics,Artistic G.,FRA,Men,Individual All-Round,Bronze
2008,Beijing,Gymnastics,Artistic G.,CHN,Men,Individual All-Round,Gold
2008,Beijing,Gymnastics,Artistic G.,JPN,Men,Individual All-Round,Silver
2008,Beijing,Gymnastics,Artistic G.,CHN,Women,Individual All-Round,Bronze
2008,Beijing,Gymnastics,Artistic G.,USA,Women,Individual All-Round,Gold
2008,Beijing,Gymnastics,Artistic G.,USA,Women,Individual All-Round,Silver
2008,Beijing,Gymnastics,Artistic G.,UZB,Men,Parallel Bars,Bronze
2008,Beijing,Gymnastics,Artistic G.,CHN,Men,Parallel Bars,Gold
2008,Beijing,Gymnastics,Artistic G.,KOR,Men,Parallel Bars,Silver
2008,Beijing,Gymnastics,Artistic G.,GBR,Men,Pommel Horse,Bronze
2008,Beijing,Gymnastics,Artistic G.,CHN,Men,Pommel Horse,Gold
2008,Beijing,Gymnastics,Artistic G.,CRO,Men,Pommel Horse,Silver
2008,Beijing,Gymnastics,Artistic G.,UKR,Men,Rings,Bronze
2008,Beijing,Gymnastics,Artistic G.,CHN,Men,Rings,Gold
2008,Beijing,Gymnastics,Artistic G.,CHN,Men,Rings,Silver
2008,Beijing,Gymnastics,Artistic G.,USA,Men,Team Competition,Bronze
2008,Beijing,Gymnastics,Artistic G.,CHN,Men,Team Competition,Gold
2008,Beijing,Gymnastics,Artistic G.,JPN,Men,Team Competition,Silver
2008,Beijing,Gymnastics,Artistic G.,ROU,Women,Team Competition,Bronze
2008,Beijing,Gymnastics,Artistic G.,CHN,Women,Team Competition,Gold
2008,Beijing,Gymnastics,Artistic G.,USA,Women,Team Competition,Silver
2008,Beijing,Gymnastics,Artistic G.,CHN,Women,Uneven Bars,Bronze
2008,Beijing,Gymnastics,Artistic G.,CHN,Women,Uneven Bars,Gold
2008,Beijing,Gymnastics,Artistic G.,USA,Women,Uneven Bars,Silver
2008,Beijing,Gymnastics,Artistic G.,RUS,Men,Vault,Bronze
2008,Beijing,Gymnastics,Artistic G.,POL,Men,Vault,Gold
2008,Beijing,Gymnastics,Artistic G.,FRA,Men,Vault,Silver
2008,Beijing,Gymnastics,Artistic G.,CHN,Women,Vault,Bronze
2008,Beijing,Gymnastics,Artistic G.,PRK,Women,Vault,Gold
2008,Beijing,Gymnastics,Artistic G.,GER,Women,Vault,Silver
2008,Beijing,Gymnastics,Rhythmic G.,BLR,Women,Group Competition,Bronze
2008,Beijing,Gymnastics,Rhythmic G.,RUS,Women,Group Competition,Gold
2008,Beijing,Gymnastics,Rhythmic G.,CHN,Women,Group Competition,Silver
2008,Beijing,Gymnastics,Rhythmic G.,UKR,Women,Individual All-Round,Bronze
2008,Beijing,Gymnastics,Rhythmic G.,RUS,Women,Individual All-Round,Gold
2008,Beijing,Gymnastics,Rhythmic G.,BLR,Women,Individual All-Round,Silver
2008,Beijing,Gymnastics,Trampoline,CHN,Men,Individual,Bronze
2008,Beijing,Gymnastics,Trampoline,CHN,Men,Individual,Gold
2008,Beijing,Gymnastics,Trampoline,CAN,Men,Individual,Silver
2008,Beijing,Gymnastics,Trampoline,UZB,Women,Individual,Bronze
2008,Beijing,Gymnastics,Trampoline,CHN,Women,Individual,Gold
2008,Beijing,Gymnastics,Trampoline,CAN,Women,Individual,Silver
2008,Beijing,Handball,Handball,ESP,Men,Handball,Bronze
2008,Beijing,Handball,Handball,FRA,Men,Handball,Gold
2008,Beijing,Handball,Handball,ISL,Men,Handball,Silver
2008,Beijing,Handball,Handball,KOR,Women,Handball,Bronze
2008,Beijing,Handball,Handball,NOR,Women,Handball,Gold
2008,Beijing,Handball,Handball,RUS,Women,Handball,Silver
2008,Beijing,Hockey,Hockey,AUS,Men,Hockey,Bronze
2008,Beijing,Hockey,Hockey,GER,Men,Hockey,Gold
2008,Beijing,Hockey,Hockey,ESP,Men,Hockey,Silver
2008,Beijing,Hockey,Hockey,ARG,Women,Hockey,Bronze
2008,Beijing,Hockey,Hockey,NED,Women,Hockey,Gold
2008,Beijing,Hockey,Hockey,CHN,Women,Hockey,Silver
2008,Beijing,Judo,Judo,ARG,Women,- 48 KG,Bronze
2008,Beijing,Judo,Judo,JPN,Women,- 48 KG,Bronze
2008,Beijing,Judo,Judo,ROU,Women,- 48 KG,Gold
2008,Beijing,Judo,Judo,CUB,Women,- 48 KG,Silver
2008,Beijing,Judo,Judo,NED,Men,- 60 KG,Bronze
2008,Beijing,Judo,Judo,UZB,Men,- 60 KG,Bronze
2008,Beijing,Judo,Judo,KOR,Men,- 60 KG,Gold
2008,Beijing,Judo,Judo,AUT,Men,- 60 KG,Silver
2008,Beijing,Judo,Judo,CUB,Men,+ 100KG (Heavyweight),Bronze
2008,Beijing,Judo,Judo,FRA,Men,+ 100KG (Heavyweight),Bronze
2008,Beijing,Judo,Judo,JPN,Men,+ 100KG (Heavyweight),Gold
2008,Beijing,Judo,Judo,UZB,Men,+ 100KG (Heavyweight),Silver
2008,Beijing,Judo,Judo,CUB,Women,+ 78KG (Heavyweight),Bronze
2008,Beijing,Judo,Judo,SLO,Women,+ 78KG (Heavyweight),Bronze
2008,Beijing,Judo,Judo,CHN,Women,+ 78KG (Heavyweight),Gold
2008,Beijing,Judo,Judo,JPN,Women,+ 78KG (Heavyweight),Silver
2008,Beijing,Judo,Judo,ALG,Women,48 - 52KG (Half-Lightweight),Bronze
2008,Beijing,Judo,Judo,JPN,Women,48 - 52KG (Half-Lightweight),Bronze
2008,Beijing,Judo,Judo,CHN,Women,48 - 52KG (Half-Lightweight),Gold
2008,Beijing,Judo,Judo,PRK,Women,48 - 52KG (Half-Lightweight),Silver
2008,Beijing,Judo,Judo,BRA,Women,52 - 57KG (Lightweight),Bronze
2008,Beijing,Judo,Judo,CHN,Women,52 - 57KG (Lightweight),Bronze
2008,Beijing,Judo,Judo,ITA,Women,52 - 57KG (Lightweight),Gold
2008,Beijing,Judo,Judo,NED,Women,52 - 57KG (Lightweight),Silver
2008,Beijing,Judo,Judo,NED,Women,57 - 63KG (Half-Middleweight),Bronze
2008,Beijing,Judo,Judo,PRK,Women,57 - 63KG (Half-Middleweight),Bronze
2008,Beijing,Judo,Judo,JPN,Women,57 - 63KG (Half-Middleweight),Gold
2008,Beijing,Judo,Judo,FRA,Women,57 - 63KG (Half-Middleweight),Silver
2008,Beijing,Judo,Judo,CUB,Men,60 - 66KG (Half-Lightweight),Bronze
2008,Beijing,Judo,Judo,PRK,Men,60 - 66KG (Half-Lightweight),Bronze
2008,Beijing,Judo,Judo,JPN,Men,60 - 66KG (Half-Lightweight),Gold
2008,Beijing,Judo,Judo,FRA,Men,60 - 66KG (Half-Lightweight),Silver
2008,Beijing,Judo,Judo,NED,Women,63 - 70KG (Middleweight),Bronze
2008,Beijing,Judo,Judo,USA,Women,63 - 70KG (Middleweight),Bronze
2008,Beijing,Judo,Judo,JPN,Women,63 - 70KG (Middleweight),Gold
2008,Beijing,Judo,Judo,CUB,Women,63 - 70KG (Middleweight),Silver
2008,Beijing,Judo,Judo,TJK,Men,66 - 73KG (Lightweight),Bronze
2008,Beijing,Judo,Judo,BRA,Men,66 - 73KG (Lightweight),Bronze
2008,Beijing,Judo,Judo,AZE,Men,66 - 73KG (Lightweight),Gold
2008,Beijing,Judo,Judo,KOR,Men,66 - 73KG (Lightweight),Silver
2008,Beijing,Judo,Judo,KOR,Women,70 - 78KG (Half-Heavyweight),Bronze
2008,Beijing,Judo,Judo,FRA,Women,70 - 78KG (Half-Heavyweight),Bronze
2008,Beijing,Judo,Judo,CHN,Women,70 - 78KG (Half-Heavyweight),Gold
2008,Beijing,Judo,Judo,CUB,Women,70 - 78KG (Half-Heavyweight),Silver
2008,Beijing,Judo,Judo,BRA,Men,73 - 81KG (Half-Middleweight),Bronze
2008,Beijing,Judo,Judo,UKR,Men,73 - 81KG (Half-Middleweight),Bronze
2008,Beijing,Judo,Judo,GER,Men,73 - 81KG (Half-Middleweight),Gold
2008,Beijing,Judo,Judo,KOR,Men,73 - 81KG (Half-Middleweight),Silver
2008,Beijing,Judo,Judo,SUI,Men,81 - 90KG (Middleweight),Bronze
2008,Beijing,Judo,Judo,EGY,Men,81 - 90KG (Middleweight),Bronze
2008,Beijing,Judo,Judo,GEO,Men,81 - 90KG (Middleweight),Gold
2008,Beijing,Judo,Judo,ALG,Men,81 - 90KG (Middleweight),Silver
2008,Beijing,Judo,Judo,NED,Men,90 - 100KG (Half-Heavyweight),Bronze
2008,Beijing,Judo,Judo,AZE,Men,90 - 100KG (Half-Heavyweight),Bronze
2008,Beijing,Judo,Judo,MGL,Men,90 - 100KG (Half-Heavyweight),Gold
2008,Beijing,Judo,Judo,KAZ,Men,90 - 100KG (Half-Heavyweight),Silver
2008,Beijing,Modern Pentathlon,Modern Pentath.,LTU,Men,Individual Competition,Bronze
2008,Beijing,Modern Pentathlon,Modern Pentath.,RUS,Men,Individual Competition,Gold
2008,Beijing,Modern Pentathlon,Modern Pentath.,LTU,Men,Individual Competition,Silver
2008,Beijing,Modern Pentathlon,Modern Pentath.,UKR,Women,Individual Competition,Bronze
2008,Beijing,Modern Pentathlon,Modern Pentath.,GER,Women,Individual Competition,Gold
2008,Beijing,Modern Pentathlon,Modern Pentath.,GBR,Women,Individual Competition,Silver
2008,Beijing,Rowing,Rowing,NZL,Men,Coxless Pair (2-),Bronze
2008,Beijing,Rowing,Rowing,AUS,Men,Coxless Pair (2-),Gold
2008,Beijing,Rowing,Rowing,CAN,Men,Coxless Pair (2-),Silver
2008,Beijing,Rowing,Rowing,GBR,Men,Double Sculls (2X),Bronze
2008,Beijing,Rowing,Rowing,AUS,Men,Double Sculls (2X),Gold
2008,Beijing,Rowing,Rowing,EST,Men,Double Sculls (2X),Silver
2008,Beijing,Rowing,Rowing,GBR,Women,Double Sculls (2X),Bronze
2008,Beijing,Rowing,Rowing,NZL,Women,Double Sculls (2X),Gold
2008,Beijing,Rowing,Rowing,GER,Women,Double Sculls (2X),Silver
2008,Beijing,Rowing,Rowing,USA,Men,Eight With Coxswain (8+),Bronze
2008,Beijing,Rowing,Rowing,CAN,Men,Eight With Coxswain (8+),Gold
2008,Beijing,Rowing,Rowing,GBR,Men,Eight With Coxswain (8+),Silver
2008,Beijing,Rowing,Rowing,ROU,Women,Eight With Coxswain (8+),Bronze
2008,Beijing,Rowing,Rowing,USA,Women,Eight With Coxswain (8+),Gold
2008,Beijing,Rowing,Rowing,NED,Women,Eight With Coxswain (8+),Silver
2008,Beijing,Rowing,Rowing,FRA,Men,Four Without Coxswain (4-),Bronze
2008,Beijing,Rowing,Rowing,GBR,Men,Four Without Coxswain (4-),Gold
2008,Beijing,Rowing,Rowing,AUS,Men,Four Without Coxswain (4-),Silver
2008,Beijing,Rowing,Rowing,CAN,Men,Lightweight Coxless Four (4-),Bronze
2008,Beijing,Rowing,Rowing,DEN,Men,Lightweight Coxless Four (4-),Gold
2008,Beijing,Rowing,Rowing,POL,Men,Lightweight Coxless Four (4-),Silver
2008,Beijing,Rowing,Rowing,DEN,Men,Lightweight Double Sculls (2X),Bronze
2008,Beijing,Rowing,Rowing,GBR,Men,Lightweight Double Sculls (2X),Gold
2008,Beijing,Rowing,Rowing,GRE,Men,Lightweight Double Sculls (2X),Silver
2008,Beijing,Rowing,Rowing,CAN,Women,Lightweight Double Sculls (2X),Bronze
2008,Beijing,Rowing,Rowing,NED,Women,Lightweight Double Sculls (2X),Gold
2008,Beijing,Rowing,Rowing,FIN,Women,Lightweight Double Sculls (2X),Silver
2008,Beijing,Rowing,Rowing,BLR,Women,Pair Without Coxswain (2-),Bronze
2008,Beijing,Rowing,Rowing,ROU,Women,Pair Without Coxswain (2-),Gold
2008,Beijing,Rowing,Rowing,CHN,Women,Pair Without Coxswain (2-),Silver
2008,Beijing,Rowing,Rowing,FRA,Men,Quadruple Sculls Without Coxswain (4X),Bronze
2008,Beijing,Rowing,Rowing,POL,Men,Quadruple Sculls Without Coxswain (4X),Gold
2008,Beijing,Rowing,Rowing,ITA,Men,Quadruple Sculls Without Coxswain (4X),Silver
2008,Beijing,Rowing,Rowing,GER,Women,Quadruple Sculls Without Coxswain (4X),Bronze
2008,Beijing,Rowing,Rowing,CHN,Women,Quadruple Sculls Without Coxswain (4X),Gold
2008,Beijing,Rowing,Rowing,GBR,Women,Quadruple Sculls Without Coxswain (4X),Silver
2008,Beijing,Rowing,Rowing,NZL,Men,Single Sculls (1X),Bronze
2008,Beijing,Rowing,Rowing,NOR,Men,Single Sculls (1X),Gold
2008,Beijing,Rowing,Rowing,CZE,Men,Single Sculls (1X),Silver
2008,Beijing,Rowing,Rowing,BLR,Women,Single Sculls (1X),Bronze
2008,Beijing,Rowing,Rowing,BUL,Women,Single Sculls (1X),Gold
2008,Beijing,Rowing,Rowing,USA,Women,Single Sculls (1X),Silver
2008,Beijing,Sailing,Sailing,FRA,Men,470 - Two Person Dinghy,Bronze
2008,Beijing,Sailing,Sailing,AUS,Men,470 - Two Person Dinghy,Gold
2008,Beijing,Sailing,Sailing,GBR,Men,470 - Two Person Dinghy,Silver
2008,Beijing,Sailing,Sailing,BRA,Women,470 - Two Person Dinghy,Bronze
2008,Beijing,Sailing,Sailing,AUS,Women,470 - Two Person Dinghy,Gold
2008,Beijing,Sailing,Sailing,NED,Women,470 - Two Person Dinghy,Silver
2008,Beijing,Sailing,Sailing,GER,Men,49Er - Skiff,Bronze
2008,Beijing,Sailing,Sailing,DEN,Men,49Er - Skiff,Gold
2008,Beijing,Sailing,Sailing,ESP,Men,49Er - Skiff,Silver
2008,Beijing,Sailing,Sailing,FRA,Men,Finn - Heavyweight Dinghy,Bronze
2008,Beijing,Sailing,Sailing,GBR,Men,Finn - Heavyweight Dinghy,Gold
2008,Beijing,Sailing,Sailing,USA,Men,Finn - Heavyweight Dinghy,Silver
2008,Beijing,Sailing,Sailing,ITA,Men,Laser - One Person Dinghy,Bronze
2008,Beijing,Sailing,Sailing,GBR,Men,Laser - One Person Dinghy,Gold
2008,Beijing,Sailing,Sailing,SLO,Men,Laser - One Person Dinghy,Silver
2008,Beijing,Sailing,Sailing,CHN,Women,Laser Radial - One Person Dinghy,Bronze
2008,Beijing,Sailing,Sailing,USA,Women,Laser Radial - One Person Dinghy,Gold
2008,Beijing,Sailing,Sailing,LTU,Women,Laser Radial - One Person Dinghy,Silver
2008,Beijing,Sailing,Sailing,ISR,Men,Rs:X - Windsurfer,Bronze
2008,Beijing,Sailing,Sailing,NZL,Men,Rs:X - Windsurfer,Gold
2008,Beijing,Sailing,Sailing,FRA,Men,Rs:X - Windsurfer,Silver
2008,Beijing,Sailing,Sailing,GBR,Women,Rs:X - Windsurfer,Bronze
2008,Beijing,Sailing,Sailing,CHN,Women,Rs:X - Windsurfer,Gold
2008,Beijing,Sailing,Sailing,ITA,Women,Rs:X - Windsurfer,Silver
2008,Beijing,Sailing,Sailing,SWE,Men,Star - Keelboat,Bronze
2008,Beijing,Sailing,Sailing,GBR,Men,Star - Keelboat,Gold
2008,Beijing,Sailing,Sailing,BRA,Men,Star - Keelboat,Silver
2008,Beijing,Sailing,Sailing,ARG,Men,Tornado - Multihull,Bronze
2008,Beijing,Sailing,Sailing,ESP,Men,Tornado - Multihull,Gold
2008,Beijing,Sailing,Sailing,AUS,Men,Tornado - Multihull,Silver
2008,Beijing,Sailing,Sailing,GRE,Women,Yngling - Keelboat,Bronze
2008,Beijing,Sailing,Sailing,GBR,Women,Yngling - Keelboat,Gold
2008,Beijing,Sailing,Sailing,NED,Women,Yngling - Keelboat,Silver
2008,Beijing,Shooting,Shooting,GEO,Women,10M Air Pistol (40 Shots),Bronze
2008,Beijing,Shooting,Shooting,CHN,Women,10M Air Pistol (40 Shots),Gold
2008,Beijing,Shooting,Shooting,RUS,Women,10M Air Pistol (40 Shots),Silver
2008,Beijing,Shooting,Shooting,USA,Men,10M Air Pistol (60 Shots),Bronze
2008,Beijing,Shooting,Shooting,CHN,Men,10M Air Pistol (60 Shots),Gold
2008,Beijing,Shooting,Shooting,KOR,Men,10M Air Pistol (60 Shots),Silver
2008,Beijing,Shooting,Shooting,CRO,Women,10M Air Rifle (40 Shots),Bronze
2008,Beijing,Shooting,Shooting,CZE,Women,10M Air Rifle (40 Shots),Gold
2008,Beijing,Shooting,Shooting,RUS,Women,10M Air Rifle (40 Shots),Silver
2008,Beijing,Shooting,Shooting,FIN,Men,10M Air Rifle (60 Shots),Bronze
2008,Beijing,Shooting,Shooting,IND,Men,10M Air Rifle (60 Shots),Gold
2008,Beijing,Shooting,Shooting,CHN,Men,10M Air Rifle (60 Shots),Silver
2008,Beijing,Shooting,Shooting,GER,Women,25M Pistol (30+30 Shots),Bronze
2008,Beijing,Shooting,Shooting,CHN,Women,25M Pistol (30+30 Shots),Gold
2008,Beijing,Shooting,Shooting,MGL,Women,25M Pistol (30+30 Shots),Silver
2008,Beijing,Shooting,Shooting,GER,Men,25M Rapid Fire Pistol (60 Shots),Bronze
2008,Beijing,Shooting,Shooting,UKR,Men,25M Rapid Fire Pistol (60 Shots),Gold
2008,Beijing,Shooting,Shooting,GER,Men,25M Rapid Fire Pistol (60 Shots),Silver
2008,Beijing,Shooting,Shooting,RUS,Men,50M Pistol (60 Shots),Bronze
2008,Beijing,Shooting,Shooting,KOR,Men,50M Pistol (60 Shots),Gold
2008,Beijing,Shooting,Shooting,CHN,Men,50M Pistol (60 Shots),Silver
2008,Beijing,Shooting,Shooting,CUB,Women,50M Rifle 3 Positions (3X20 Shots),Bronze
2008,Beijing,Shooting,Shooting,CHN,Women,50M Rifle 3 Positions (3X20 Shots),Gold
2008,Beijing,Shooting,Shooting,CZE,Women,50M Rifle 3 Positions (3X20 Shots),Silver
2008,Beijing,Shooting,Shooting,SLO,Men,50M Rifle 3 Positions (3X40 Shots),Bronze
2008,Beijing,Shooting,Shooting,CHN,Men,50M Rifle 3 Positions (3X40 Shots),Gold
2008,Beijing,Shooting,Shooting,UKR,Men,50M Rifle 3 Positions (3X40 Shots),Silver
2008,Beijing,Shooting,Shooting,AUS,Men,50M Rifle Prone (60 Shots),Bronze
2008,Beijing,Shooting,Shooting,UKR,Men,50M Rifle Prone (60 Shots),Gold
2008,Beijing,Shooting,Shooting,USA,Men,50M Rifle Prone (60 Shots),Silver
2008,Beijing,Shooting,Shooting,CHN,Men,Double Trap (150 Targets),Bronze
2008,Beijing,Shooting,Shooting,USA,Men,Double Trap (150 Targets),Gold
2008,Beijing,Shooting,Shooting,ITA,Men,Double Trap (150 Targets),Silver
2008,Beijing,Shooting,Shooting,FRA,Men,Skeet (125 Targets),Bronze
2008,Beijing,Shooting,Shooting,USA,Men,Skeet (125 Targets),Gold
2008,Beijing,Shooting,Shooting,NOR,Men,Skeet (125 Targets),Silver
2008,Beijing,Shooting,Shooting,GER,Women,Skeet (75 Targets),Bronze
2008,Beijing,Shooting,Shooting,ITA,Women,Skeet (75 Targets),Gold
2008,Beijing,Shooting,Shooting,USA,Women,Skeet (75 Targets),Silver
2008,Beijing,Shooting,Shooting,RUS,Men,Trap (125 Targets),Bronze
2008,Beijing,Shooting,Shooting,CZE,Men,Trap (125 Targets),Gold
2008,Beijing,Shooting,Shooting,ITA,Men,Trap (125 Targets),Silver
2008,Beijing,Shooting,Shooting,USA,Women,Trap (75 Targets),Bronze
2008,Beijing,Shooting,Shooting,FIN,Women,Trap (75 Targets),Gold
2008,Beijing,Shooting,Shooting,SVK,Women,Trap (75 Targets),Silver
2008,Beijing,Softball,Softball,AUS,Women,Softball,Bronze
2008,Beijing,Softball,Softball,JPN,Women,Softball,Gold
2008,Beijing,Softball,Softball,USA,Women,Softball,Silver
2008,Beijing,Table Tennis,Table Tennis,CHN,Men,Singles,Bronze
2008,Beijing,Table Tennis,Table Tennis,CHN,Men,Singles,Gold
2008,Beijing,Table Tennis,Table Tennis,CHN,Men,Singles,Silver
2008,Beijing,Table Tennis,Table Tennis,CHN,Women,Singles,Bronze
2008,Beijing,Table Tennis,Table Tennis,CHN,Women,Singles,Gold
2008,Beijing,Table Tennis,Table Tennis,CHN,Women,Singles,Silver
2008,Beijing,Table Tennis,Table Tennis,KOR,Men,Team,Bronze
2008,Beijing,Table Tennis,Table Tennis,CHN,Men,Team,Gold
2008,Beijing,Table Tennis,Table Tennis,GER,Men,Team,Silver
2008,Beijing,Table Tennis,Table Tennis,KOR,Women,Team,Bronze
2008,Beijing,Table Tennis,Table Tennis,CHN,Women,Team,Gold
2008,Beijing,Table Tennis,Table Tennis,SIN,Women,Team,Silver
2008,Beijing,Taekwondo,Taekwondo,VEN,Women,- 49 KG,Bronze
2008,Beijing,Taekwondo,Taekwondo,CUB,Women,- 49 KG,Bronze
2008,Beijing,Taekwondo,Taekwondo,CHN,Women,- 49 KG,Gold
2008,Beijing,Taekwondo,Taekwondo,THA,Women,- 49 KG,Silver
2008,Beijing,Taekwondo,Taekwondo,TPE,Men,- 58 KG,Bronze
2008,Beijing,Taekwondo,Taekwondo,AFG,Men,- 58 KG,Bronze
2008,Beijing,Taekwondo,Taekwondo,MEX,Men,- 58 KG,Gold
2008,Beijing,Taekwondo,Taekwondo,DOM,Men,- 58 KG,Silver
2008,Beijing,Taekwondo,Taekwondo,BRA,Women,+ 67 KG,Bronze
2008,Beijing,Taekwondo,Taekwondo,GBR,Women,+ 67 KG,Bronze
2008,Beijing,Taekwondo,Taekwondo,MEX,Women,+ 67 KG,Gold
2008,Beijing,Taekwondo,Taekwondo,NOR,Women,+ 67 KG,Silver
2008,Beijing,Taekwondo,Taekwondo,KAZ,Men,+ 80 KG,Bronze
2008,Beijing,Taekwondo,Taekwondo,NGR,Men,+ 80 KG,Bronze
2008,Beijing,Taekwondo,Taekwondo,KOR,Men,+ 80 KG,Gold
2008,Beijing,Taekwondo,Taekwondo,GRE,Men,+ 80 KG,Silver
2008,Beijing,Taekwondo,Taekwondo,USA,Women,49 - 57 KG,Bronze
2008,Beijing,Taekwondo,Taekwondo,CRO,Women,49 - 57 KG,Bronze
2008,Beijing,Taekwondo,Taekwondo,KOR,Women,49 - 57 KG,Gold
2008,Beijing,Taekwondo,Taekwondo,TUR,Women,49 - 57 KG,Silver
2008,Beijing,Taekwondo,Taekwondo,FRA,Women,57 - 67 KG,Bronze
2008,Beijing,Taekwondo,Taekwondo,CRO,Women,57 - 67 KG,Bronze
2008,Beijing,Taekwondo,Taekwondo,KOR,Women,57 - 67 KG,Gold
2008,Beijing,Taekwondo,Taekwondo,CAN,Women,57 - 67 KG,Silver
2008,Beijing,Taekwondo,Taekwondo,TPE,Men,58 - 68 KG,Bronze
2008,Beijing,Taekwondo,Taekwondo,TUR,Men,58 - 68 KG,Bronze
2008,Beijing,Taekwondo,Taekwondo,KOR,Men,58 - 68 KG,Gold
2008,Beijing,Taekwondo,Taekwondo,USA,Men,58 - 68 KG,Silver
2008,Beijing,Taekwondo,Taekwondo,USA,Men,68 - 80 KG,Bronze
